thisRow.t,notes,instructions.started,text.started,key_resp_3.started,instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.016718799946829677,0.030365200014784932,0.030365200014784932,1.415398900047876,space,1.3745174000505358,None,870632,001,2024-01-27_19h17.52.593,main,2023.2.3,59.87375019695669,2024-01-27 19h18.09.542302 +0200,
