thisRow.t,notes,concent.started,concent_form.started,key_resp_2.started,concent.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,text.started,key_resp_3.started,instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.019962599966675043,0.02764819993171841,0.02764819993171841,4.5692147999070585,space,4.535785299958661,None,,,,,,,,014379,001,2024-01-27_19h16.37.286,main,2023.2.3,60.10236636020059,2024-01-27 19h16.43.711466 +0200,
,,,,,,,,,4.5692368999589235,4.585245999973267,4.585245999973267,9.47106889996212,space,4.882214399985969,None,014379,001,2024-01-27_19h16.37.286,main,2023.2.3,60.10236636020059,2024-01-27 19h16.43.711466 +0200,
